creditability,account_balance,duration_of_credit_monthly,payment_status_of_previous_credit,purpose,credit_amount,value_savings_stocks,length_of_current_employment,instalment_per_cent,sex_marital_status,guarantors,duration_in_current_address,most_valuable_available_asset,age_years,concurrent_credits,type_of_apartment,no_of_credits_at_this_bank,occupation,no_of_dependents,telephone,credit_amount_per_month
1,2,36,2,1,6948,1,3,2,3,1,2,3,35,3,1,1,4,1,2,193.0
1,2,48,99,9,12204,5,3,2,3,1,2,3,48,1,2,1,4,1,2,254.25
0,1,36,2,2,3446,1,5,4,3,1,2,3,42,3,2,1,3,2,1,95.72222222222223
0,1,12,2,6,684,1,3,4,3,1,4,3,40,3,1,1,2,2,1,57.0
0,1,33,4,2,4281,3,3,1,2,1,4,3,23,3,2,2,3,1,1,129.72727272727272
0,1,42,2,3,7174,5,4,4,2,1,3,3,30,3,2,1,4,1,2,170.8095238095238
0,1,24,99,3,1546,1,4,4,3,3,4,3,24,1,1,1,2,1,1,64.41666666666667
0,1,24,2,2,2359,2,1,1,1,1,1,2,33,3,2,1,3,1,1,98.29166666666667
0,4,24,2,3,3621,2,5,2,3,1,4,3,31,3,2,2,3,1,1,150.875
0,1,12,2,99,741,2,1,4,2,1,3,2,22,3,2,1,3,1,1,61.75
0,1,12,2,2,7865,1,5,4,3,1,4,4,53,3,3,1,4,1,2,655.4166666666666
1,1,24,2,1,2910,1,4,2,3,1,1,4,34,3,3,1,4,1,2,121.25
1,1,18,4,0,5302,1,5,2,3,1,4,4,36,3,3,3,4,1,2,294.55555555555554
1,1,36,2,2,3620,1,3,1,3,3,2,2,37,3,2,1,3,2,1,100.55555555555556
1,1,18,2,3,3509,1,4,4,2,3,1,1,25,3,2,1,3,1,1,194.94444444444446
1,2,12,2,2,3017,1,2,3,2,1,1,1,34,3,1,1,4,1,1,251.41666666666666
1,1,12,2,2,1657,1,3,2,3,1,2,1,27,3,2,1,3,1,1,138.08333333333334
1,1,8,4,99,1164,1,5,3,3,1,4,4,51,1,3,2,4,2,2,145.5
0,1,36,4,2,6229,1,2,4,2,2,4,4,23,3,1,2,2,1,2,173.02777777777777
0,1,24,99,0,1193,1,1,1,2,2,4,4,29,3,1,2,99,1,1,49.708333333333336
1,1,30,99,2,4583,1,3,2,1,3,2,1,32,3,2,2,3,1,1,152.76666666666668
1,1,36,4,2,5371,1,3,3,3,3,2,2,28,3,2,2,3,1,1,149.19444444444446
1,1,12,2,2,708,1,3,2,3,3,3,2,38,3,2,1,2,2,1,59.0
1,1,21,4,0,571,1,5,4,3,1,4,1,65,3,2,2,3,1,1,27.19047619047619
1,1,30,2,3,2522,1,5,1,3,3,3,2,39,3,2,1,3,2,1,84.06666666666666
0,1,36,2,2,5179,1,4,4,3,1,2,2,29,3,2,1,3,1,1,143.86111111111111
0,1,36,2,1,8229,1,3,2,3,1,2,2,26,3,2,1,3,2,1,228.58333333333334
1,4,24,4,2,2028,1,4,2,3,1,2,2,30,3,2,2,2,1,1,84.5
1,1,6,2,0,1374,5,1,4,2,1,3,2,75,3,2,1,4,1,2,229.0
1,1,12,2,2,1289,1,3,4,3,3,1,2,21,3,2,1,2,1,1,107.41666666666667
0,1,36,2,2,2712,1,5,2,3,1,2,2,41,1,2,1,3,2,1,75.33333333333333
1,1,15,4,2,975,1,3,2,1,1,3,2,25,3,2,2,3,1,1,65.0
1,2,6,3,2,1050,1,1,4,3,1,1,2,35,99,2,2,4,1,2,175.0
1,1,6,4,0,609,1,4,4,2,1,3,2,37,3,2,2,3,1,1,101.5
1,1,48,2,1,4788,1,4,4,3,1,3,2,26,3,2,1,3,2,1,99.75
1,2,24,2,2,3069,2,5,4,3,1,4,4,30,3,3,1,3,1,1,127.875
0,2,12,2,0,836,2,2,4,2,1,2,2,23,1,2,1,2,1,1,69.66666666666667
1,1,12,2,2,2577,1,3,2,1,1,1,3,42,3,2,1,3,1,1,214.75
1,1,12,2,2,1620,1,3,2,2,2,3,2,30,3,2,1,3,1,1,135.0
1,1,15,2,2,1845,1,2,4,2,3,1,2,46,3,1,1,3,1,1,123.0
1,1,24,2,1,6579,1,1,4,3,1,2,4,29,3,3,1,4,1,2,274.125
1,1,12,2,0,1893,1,3,4,2,3,4,2,29,3,2,1,3,1,2,157.75
1,1,30,4,1,10623,1,5,3,3,1,4,4,38,3,3,3,4,2,2,354.1
1,1,18,2,0,2249,2,4,4,3,1,3,3,30,3,2,1,4,2,2,124.94444444444444
0,1,30,2,2,3108,1,2,2,1,1,4,2,31,3,2,1,2,1,1,103.6
1,2,12,4,0,958,1,4,2,3,1,3,1,47,3,2,2,2,2,1,79.83333333333333
1,4,24,2,1,9277,5,3,2,1,1,4,4,48,3,3,1,3,1,2,386.5416666666667
1,4,24,4,99,6314,1,1,4,3,2,2,4,27,1,2,2,4,1,2,263.0833333333333
1,1,12,4,1,1526,1,5,4,3,1,4,4,66,3,3,2,4,1,1,127.16666666666667
1,1,12,2,2,3590,1,3,2,3,2,2,2,29,3,2,1,2,2,1,299.1666666666667
1,1,24,4,1,6615,1,1,2,3,1,4,4,75,3,3,2,4,1,2,275.625
1,1,6,4,2,1872,1,1,4,3,1,4,4,36,3,3,3,4,1,2,312.0
1,4,12,2,0,2859,5,1,4,3,1,4,4,38,3,2,1,4,1,2,238.25
1,4,18,4,3,1582,99,5,4,3,1,4,3,46,3,2,2,3,1,1,87.88888888888889
1,4,6,2,99,1238,5,1,4,3,1,4,2,36,3,2,1,4,2,2,206.33333333333334
1,1,12,2,2,2578,1,1,3,2,1,4,4,55,3,3,1,4,1,1,214.83333333333334
1,1,15,4,2,1433,1,3,4,2,1,3,2,25,3,1,2,3,1,1,95.53333333333333
1,1,42,2,2,7882,1,4,2,3,3,4,2,45,3,3,1,3,2,1,187.66666666666666
1,1,24,2,2,4169,1,3,4,3,1,4,2,28,3,2,1,3,1,1,173.70833333333334
1,1,36,2,2,3959,1,1,4,3,1,3,2,30,3,2,1,4,1,2,109.97222222222223
1,1,36,2,0,3249,1,4,2,3,1,4,4,39,1,3,1,4,2,2,90.25
1,1,24,2,2,3149,1,2,4,3,1,1,4,22,1,3,1,3,1,1,131.20833333333334
0,1,12,4,2,2246,1,5,3,3,1,3,2,60,3,2,2,3,1,1,187.16666666666666
1,1,13,4,9,1797,1,2,3,3,1,1,2,28,1,2,2,2,1,1,138.23076923076923
1,1,20,4,2,4272,1,5,1,2,1,4,2,24,3,2,2,3,1,1,213.6
1,1,24,4,1,2957,1,5,4,3,1,4,2,63,3,2,2,3,1,2,123.20833333333333
1,1,36,4,2,2348,1,3,3,4,1,2,2,46,3,2,2,3,1,2,65.22222222222223
1,3,42,99,9,6289,1,2,2,1,1,1,2,33,3,2,2,3,1,1,149.73809523809524
1,1,24,4,1,6419,1,5,2,2,1,4,4,44,3,3,2,4,2,2,267.4583333333333
0,1,48,4,1,6143,1,5,4,2,1,4,4,58,99,3,2,2,1,1,127.97916666666667
1,4,24,4,6,1597,1,5,4,3,1,4,4,54,3,3,2,3,2,1,66.54166666666667
1,1,36,2,99,15857,1,1,2,1,2,3,3,43,3,2,1,4,1,1,440.47222222222223
1,4,24,4,3,2223,2,5,4,3,1,4,2,52,1,2,2,3,1,1,92.625
1,4,48,3,3,7238,5,5,3,3,1,3,3,32,1,2,2,3,2,1,150.79166666666666
1,2,30,3,9,2503,2,5,4,3,1,2,2,41,99,2,2,3,1,1,83.43333333333334
1,2,18,2,9,2622,2,3,4,3,1,4,3,34,3,2,1,3,1,1,145.66666666666666
1,2,24,2,2,4351,5,3,1,2,1,4,2,48,3,2,1,2,1,2,181.29166666666666
1,2,6,2,3,368,5,5,4,3,1,4,2,38,3,2,1,3,1,1,61.333333333333336
1,2,12,2,99,754,5,5,4,3,1,4,2,38,3,2,2,3,1,1,62.833333333333336
1,4,24,4,3,2424,5,5,4,3,1,4,2,53,3,2,2,3,1,1,101.0
1,2,48,3,9,6681,5,3,4,3,1,4,4,38,3,3,1,3,2,2,139.1875
1,2,18,3,9,2427,5,5,4,3,1,2,2,42,3,2,2,3,1,1,134.83333333333334
0,2,24,4,3,1216,2,2,4,3,1,4,4,38,1,2,2,3,2,1,50.666666666666664
1,2,6,2,3,753,1,3,2,2,3,3,1,64,3,2,1,3,1,1,125.5
1,2,7,2,3,2576,1,3,2,3,3,2,1,35,3,2,1,3,1,1,368.0
1,2,6,2,3,590,1,2,3,4,1,3,1,26,3,2,1,2,1,1,98.33333333333333
1,2,8,2,3,1414,1,3,4,3,3,2,1,33,3,2,1,3,1,1,176.75
1,2,12,2,3,1103,1,4,4,3,3,3,1,29,3,2,2,3,1,1,91.91666666666667
1,2,12,3,3,585,1,3,4,4,2,4,1,20,3,1,2,3,1,1,48.75
1,2,6,2,3,1068,1,5,4,3,1,4,3,28,3,2,1,3,2,1,178.0
1,1,8,4,0,713,1,5,4,3,1,4,1,47,3,2,2,2,1,1,89.125
1,2,12,2,3,1092,1,3,4,2,3,4,1,49,3,2,2,3,1,2,91.0
1,2,7,2,3,2329,1,2,1,2,3,1,1,45,3,2,1,3,1,1,332.7142857142857
1,2,13,4,3,882,1,2,4,3,3,4,1,23,3,2,2,3,1,1,67.84615384615384
1,2,18,2,3,866,1,3,4,4,3,2,1,25,3,2,1,2,1,1,48.111111111111114
1,2,7,2,3,2415,1,3,3,3,3,2,1,34,3,2,1,3,1,1,345.0
1,2,13,2,3,2101,1,2,2,2,3,4,2,23,3,2,1,2,1,1,161.6153846153846
1,2,18,2,3,1301,1,5,4,4,3,2,1,32,3,2,1,2,1,1,72.27777777777777
1,2,18,2,3,1113,1,3,4,2,3,4,1,26,3,2,1,2,2,1,61.833333333333336
1,2,8,2,3,760,1,4,4,2,3,2,1,44,3,2,1,2,1,1,95.0
1,2,12,2,3,625,1,2,4,4,3,1,1,26,1,2,1,2,1,1,52.083333333333336
1,3,6,4,0,1323,2,5,2,1,1,4,3,28,3,2,2,3,2,2,220.5
1,1,9,4,3,1138,1,3,4,3,1,4,1,25,3,2,2,2,1,1,126.44444444444444
1,2,18,4,3,1795,1,5,3,2,3,4,1,48,1,1,2,2,1,2,99.72222222222223
1,2,15,4,3,2728,5,4,4,3,3,2,1,35,1,2,3,3,1,2,181.86666666666667
1,2,6,2,3,484,1,4,3,4,3,3,1,28,1,2,1,2,1,1,80.66666666666667
1,2,10,99,3,1048,1,3,4,3,1,4,1,23,99,2,1,2,1,1,104.8
1,2,12,2,3,1155,1,5,3,4,3,3,1,40,1,2,2,2,1,1,96.25
1,2,20,3,1,7057,5,4,3,3,1,4,2,36,1,1,2,4,2,2,352.85
1,2,15,4,3,1537,5,5,4,3,3,4,1,50,3,2,2,3,1,2,102.46666666666667
1,1,12,2,3,2214,1,3,4,3,1,3,2,24,3,2,1,2,1,1,184.5
1,4,24,4,2,1585,1,4,4,3,1,3,2,40,3,2,2,3,1,1,66.04166666666667
1,2,10,2,2,1521,1,3,4,1,1,2,3,31,3,2,1,2,1,1,152.1
1,2,36,99,99,3990,5,2,3,2,1,2,4,29,1,2,1,99,1,1,110.83333333333333
1,3,18,2,2,3049,1,2,1,2,1,1,2,45,99,2,1,2,1,1,169.38888888888889
0,1,24,2,3,1282,2,3,4,2,1,2,3,32,3,2,1,2,1,1,53.416666666666664
1,4,60,2,3,10144,2,4,2,2,1,4,1,21,3,2,1,3,1,2,169.06666666666666
1,1,12,2,0,1168,1,3,4,4,1,3,1,27,3,2,1,2,1,1,97.33333333333333
1,2,6,2,99,454,1,2,3,4,1,1,2,22,3,2,1,2,1,1,75.66666666666667
1,4,15,3,1,3594,1,2,1,2,1,2,2,46,3,2,2,2,1,1,239.6
1,4,12,2,2,1768,1,3,3,3,1,2,1,24,3,1,1,2,1,1,147.33333333333334
1,4,60,3,3,15653,1,4,2,3,1,4,3,21,3,2,2,3,1,2,260.8833333333333
1,3,12,3,0,2247,1,3,2,2,1,2,3,36,99,2,2,3,1,2,187.25
1,4,24,2,3,1413,1,3,4,4,1,2,2,28,3,2,1,3,1,1,58.875
1,2,45,4,1,4576,2,1,3,3,1,4,3,27,3,2,1,3,1,1,101.68888888888888
1,1,24,4,3,1231,99,5,4,2,1,4,2,57,3,1,2,4,1,2,51.291666666666664
0,1,36,2,1,8335,5,5,3,3,1,4,4,47,3,3,1,3,1,1,231.52777777777777
1,2,36,4,1,5800,1,3,3,3,1,4,3,34,3,2,2,3,1,2,161.11111111111111
1,1,18,3,6,8471,5,3,1,2,1,2,3,23,3,1,2,3,1,2,470.6111111111111
1,1,30,2,2,3622,99,5,4,2,1,4,2,57,3,1,2,3,1,2,120.73333333333333
1,1,6,4,3,1169,5,5,4,3,1,4,1,67,3,2,2,3,1,2,194.83333333333334
1,4,15,2,99,1262,3,4,4,3,1,3,2,36,3,2,2,3,1,2,84.13333333333334
1,3,24,4,2,3617,5,5,4,3,2,4,4,20,3,1,2,3,1,1,150.70833333333334
1,2,30,4,0,2181,5,5,4,3,1,4,1,36,3,2,2,3,1,1,72.7
0,1,48,99,9,7685,1,4,2,2,3,4,3,37,3,1,1,3,1,1,160.10416666666666
1,4,48,4,6,6110,1,3,1,3,1,3,4,31,1,3,1,3,1,2,127.29166666666667
1,4,24,2,0,3757,1,5,4,2,2,4,4,62,3,3,1,3,1,2,156.54166666666666
1,1,42,4,99,3394,1,1,4,3,2,4,3,65,3,2,2,99,1,1,80.80952380952381
1,4,36,4,9,6304,5,5,4,3,1,4,1,36,3,2,2,3,1,1,175.11111111111111
1,4,9,4,6,1244,5,5,4,2,1,4,2,41,3,1,2,2,1,1,138.22222222222223
1,4,6,2,0,3518,1,3,2,3,3,3,2,26,3,1,1,3,1,1,586.3333333333334
1,4,36,99,99,2613,1,3,4,3,1,2,3,27,3,2,2,3,1,1,72.58333333333333
1,1,48,2,6,7476,1,4,4,3,1,1,4,50,3,3,1,4,1,2,155.75
0,4,24,2,9,4591,99,3,2,3,1,3,2,54,3,2,3,4,1,2,191.29166666666666
0,2,18,2,2,1924,5,2,4,2,1,3,1,27,3,1,1,3,1,1,106.88888888888889
0,2,72,2,3,5595,2,3,2,4,1,2,3,24,3,2,1,3,1,1,77.70833333333333
0,2,48,3,6,6224,1,5,4,3,1,4,4,50,3,3,1,3,1,1,129.66666666666666
1,3,15,2,6,1905,1,5,4,3,1,4,3,40,3,1,1,4,1,2,127.0
1,4,21,3,1,2993,1,3,3,3,1,2,1,28,99,2,2,2,1,1,142.52380952380952
1,4,36,3,1,8947,5,4,3,3,1,2,3,31,99,2,1,4,2,2,248.52777777777777
1,1,24,2,2,4020,1,3,2,3,1,2,3,27,99,2,1,3,1,1,167.5
1,2,18,2,1,2779,1,3,1,4,1,3,3,21,3,1,1,3,1,2,154.38888888888889
1,4,21,2,0,2782,3,4,1,2,1,2,3,31,1,2,1,4,1,1,132.47619047619048
1,4,12,2,0,1884,1,5,4,3,1,4,3,39,3,2,1,4,1,2,157.0
1,4,36,4,1,11054,5,3,4,3,1,2,3,30,3,2,1,4,1,2,307.05555555555554
1,2,60,3,3,9157,5,3,2,3,1,2,4,27,3,3,1,4,1,1,152.61666666666667
1,2,42,99,1,9283,1,1,1,3,1,2,4,55,1,3,1,4,1,2,221.02380952380952
1,4,60,2,0,6527,5,3,4,3,1,4,4,34,3,3,1,3,2,2,108.78333333333333
1,4,15,4,1,3368,99,5,3,3,1,4,4,23,3,1,2,3,1,2,224.53333333333333
1,1,15,2,0,2511,1,1,1,2,1,4,3,23,3,1,1,3,1,1,167.4
1,1,36,2,1,5493,1,5,2,3,1,4,4,42,3,3,1,3,2,1,152.58333333333334
1,4,6,2,99,1338,3,3,1,1,1,4,1,62,3,2,1,3,1,1,223.0
1,2,9,2,3,1082,1,5,4,3,1,4,3,37,3,2,2,2,1,1,120.22222222222223
1,4,18,4,3,1149,99,3,4,3,1,3,1,46,3,2,2,3,1,1,63.833333333333336
1,2,15,2,99,1308,1,5,4,3,1,4,3,38,3,2,2,2,1,1,87.2
1,2,20,99,1,6148,2,5,3,4,1,4,3,31,1,2,2,3,1,2,307.4
1,4,12,2,2,1736,1,4,3,2,1,4,1,31,3,2,1,2,1,1,144.66666666666666
1,4,12,2,3,3059,99,4,2,1,1,4,1,61,3,2,1,2,1,1,254.91666666666666
0,1,24,2,2,2996,5,3,2,4,1,4,3,20,3,2,1,3,1,1,124.83333333333333
1,4,30,4,1,7596,5,5,1,3,1,4,3,63,3,2,2,3,1,1,253.2
1,4,30,2,1,4811,5,4,2,2,1,4,2,24,99,1,1,2,1,1,160.36666666666667
1,4,6,2,2,1766,1,3,1,4,1,2,2,21,3,1,1,3,1,1,294.3333333333333
1,2,24,2,1,2760,5,5,4,3,1,4,4,36,1,3,1,3,1,2,115.0
1,4,24,4,99,5507,1,5,3,3,1,4,4,44,3,3,2,3,1,1,229.45833333333334
1,2,9,2,6,1199,1,4,4,2,1,4,2,67,3,2,2,4,1,2,133.22222222222223
1,3,24,2,2,2892,1,5,3,1,1,4,4,51,3,3,1,3,1,1,120.5
1,2,36,3,0,2862,2,5,4,3,1,3,4,30,3,3,1,3,1,1,79.5
0,1,9,2,0,654,1,3,4,3,1,3,3,28,3,2,1,2,1,1,72.66666666666667
0,2,9,4,6,1136,99,5,4,3,1,3,4,32,3,3,2,3,2,1,126.22222222222223
0,2,24,2,1,4113,3,2,3,2,1,4,3,28,3,1,1,3,1,1,171.375
0,2,6,2,0,14555,5,1,1,3,1,2,2,23,3,2,1,99,1,2,2425.8333333333335
0,1,15,99,0,950,1,5,4,3,1,3,3,33,3,1,2,3,2,1,63.333333333333336
0,1,24,4,0,1199,1,5,4,3,1,4,3,60,3,2,2,2,1,1,49.958333333333336
0,1,12,99,0,1082,1,3,4,3,1,4,3,48,1,2,2,3,1,1,90.16666666666667
0,2,30,2,0,2150,1,3,4,2,3,2,4,24,1,2,1,3,1,1,71.66666666666667
0,2,36,4,0,2820,1,2,4,1,1,4,3,27,3,2,2,3,1,1,78.33333333333333
0,2,48,2,3,3060,1,4,4,3,1,4,1,28,3,2,2,3,1,1,63.75
0,1,18,2,3,2600,1,3,4,3,1,4,4,65,3,3,2,3,1,1,144.44444444444446
0,4,21,99,0,5003,5,3,1,2,1,4,2,29,1,2,2,3,1,2,238.23809523809524
0,2,60,2,6,6288,1,3,4,3,1,4,4,42,3,3,1,3,1,1,104.8
0,4,24,3,0,2538,1,5,4,3,1,4,3,47,3,2,2,2,2,1,105.75
0,4,9,2,3,1478,1,4,4,3,1,2,3,22,3,2,1,3,1,1,164.22222222222223
0,2,39,4,3,4933,1,4,2,3,3,2,1,25,3,2,2,3,1,1,126.48717948717949
0,4,18,4,0,1530,1,3,3,3,1,2,2,32,1,2,2,3,1,1,85.0
0,2,9,99,0,1437,2,4,2,3,1,3,4,29,3,2,1,3,1,1,159.66666666666666
0,1,15,2,99,1275,5,3,4,2,1,2,3,24,3,1,1,3,1,1,85.0
0,1,24,2,3,1823,1,1,4,3,1,2,3,30,99,2,1,4,2,1,75.95833333333333
0,1,9,2,0,1422,1,2,3,3,1,2,4,27,3,3,1,4,1,2,158.0
0,1,18,2,99,1217,1,3,4,4,1,3,1,47,3,2,1,2,1,2,67.61111111111111
0,1,36,2,0,9271,1,4,2,3,1,1,3,24,3,2,1,3,1,2,257.52777777777777
0,1,36,3,9,2145,1,4,2,3,1,1,3,24,3,2,2,3,1,2,59.583333333333336
0,1,36,2,0,1842,1,2,4,2,1,4,3,34,3,2,1,3,1,2,51.166666666666664
0,2,18,3,2,4297,1,5,4,1,1,3,4,40,3,2,1,4,1,2,238.72222222222223
0,1,6,4,2,3384,1,3,1,1,1,4,1,44,3,1,1,4,1,2,564.0
0,2,18,4,3,1245,1,3,4,4,1,2,3,33,3,2,1,3,1,1,69.16666666666667
0,4,15,2,6,4623,2,3,3,3,1,2,2,40,3,2,1,4,1,2,308.2
0,2,30,4,2,8386,1,4,2,3,1,2,2,49,3,2,1,3,1,1,279.53333333333336
0,1,24,3,3,1024,1,2,4,4,1,4,1,48,99,2,1,3,1,1,42.666666666666664
0,2,36,2,0,14318,1,5,4,3,1,2,4,57,3,3,1,4,1,2,397.72222222222223
0,2,6,99,6,433,99,2,4,2,1,2,2,24,1,1,1,3,2,1,72.16666666666667
0,1,12,99,3,2149,1,3,4,1,1,1,4,29,3,3,1,3,1,1,179.08333333333334
0,4,24,2,3,2397,3,5,3,3,1,2,3,35,1,2,2,3,1,2,99.875
0,2,6,99,0,931,2,2,1,2,1,1,2,32,99,2,1,2,1,1,155.16666666666666
0,2,15,3,99,1512,99,3,3,4,1,3,2,61,99,2,2,3,1,1,100.8
0,2,24,99,9,4241,1,3,1,3,1,4,1,36,3,2,3,2,1,2,176.70833333333334
0,2,24,4,2,4736,1,2,2,2,1,4,3,25,1,2,1,2,1,1,197.33333333333334
0,2,15,99,0,1778,1,2,2,2,1,1,1,26,3,1,2,99,1,1,118.53333333333333
0,3,15,2,3,2327,1,2,2,2,1,3,1,25,3,2,1,2,1,1,155.13333333333333
0,1,24,99,2,6872,1,2,2,1,1,1,2,55,1,2,1,3,1,2,286.3333333333333
0,1,12,2,6,795,1,2,4,2,1,4,2,53,3,2,1,3,1,1,66.25
0,3,30,3,9,1908,1,5,4,3,1,4,1,66,3,2,1,4,1,2,63.6
0,2,36,99,9,1953,1,5,4,3,1,4,4,61,3,3,1,4,1,2,54.25
0,3,18,2,2,2864,1,3,2,3,1,1,1,34,3,2,1,2,2,1,159.11111111111111
0,3,21,4,6,2319,1,2,2,1,1,1,3,33,3,1,1,3,1,1,110.42857142857143
0,1,24,2,0,915,5,5,4,2,1,2,3,29,1,2,1,3,1,1,38.125
0,3,24,2,0,947,1,4,4,3,1,3,4,38,1,3,1,3,2,1,39.458333333333336
0,1,24,2,0,1381,5,3,4,2,1,2,2,35,3,2,1,3,1,1,57.541666666666664
0,1,24,2,0,1285,5,4,4,2,1,4,4,32,3,1,1,3,1,1,53.541666666666664
0,1,24,2,0,1371,5,3,4,2,1,4,1,25,3,1,1,3,1,1,57.125
0,2,18,2,0,1042,5,3,4,2,1,2,2,33,3,2,1,3,1,1,57.888888888888886
0,1,12,2,0,900,5,3,4,4,1,2,3,23,3,2,1,3,1,1,75.0
0,1,24,2,0,1207,1,2,4,2,1,4,2,24,3,1,1,3,1,1,50.291666666666664
0,2,18,99,0,2278,2,2,3,2,1,3,3,28,3,2,2,3,1,1,126.55555555555556
0,1,60,3,9,6836,1,5,3,3,1,4,4,63,3,2,2,3,1,2,113.93333333333334
0,1,24,2,2,3345,1,5,4,3,1,2,2,39,3,1,1,4,1,2,139.375
0,1,6,99,6,1198,1,5,4,2,1,4,4,35,3,3,1,3,1,1,199.66666666666666
0,2,48,2,9,15672,1,3,2,3,1,2,3,23,3,2,1,3,1,2,326.5
0,1,60,2,9,7297,1,5,4,3,2,4,4,36,3,1,1,3,1,1,121.61666666666666
0,4,18,2,99,1943,1,2,4,2,1,4,1,23,3,2,1,3,1,1,107.94444444444444
0,1,18,2,3,3190,1,3,2,2,1,2,1,24,3,2,1,3,1,1,177.22222222222223
0,2,9,99,1,5129,1,5,2,2,1,4,4,74,1,3,1,4,2,2,569.8888888888889
0,4,18,3,2,1808,1,4,4,2,1,1,1,22,3,2,1,3,1,1,100.44444444444444
0,3,10,2,0,1240,2,5,1,2,1,4,4,48,3,3,1,2,2,1,124.0
0,1,12,2,0,759,1,4,4,3,1,2,1,26,3,2,1,3,1,1,63.25
0,2,8,2,2,1237,1,3,3,2,1,4,1,24,3,2,1,3,1,1,154.625
0,4,9,2,2,1980,1,2,2,2,2,2,3,19,3,1,2,3,1,1,220.0
0,2,48,2,3,10961,99,4,1,3,2,2,4,27,1,2,2,3,1,2,228.35416666666666
0,1,36,3,6,6887,1,3,4,3,1,3,2,29,99,2,1,3,1,2,191.30555555555554
0,1,24,2,3,1938,1,2,4,1,1,3,2,32,3,2,1,3,1,1,80.75
0,1,21,2,3,1835,1,3,3,2,1,2,1,25,3,2,2,3,1,2,87.38095238095238
0,1,24,3,3,1659,1,2,4,2,1,2,3,29,3,1,1,2,1,2,69.125
0,2,6,3,0,1209,1,1,4,3,1,4,2,47,3,2,1,4,1,2,201.5
0,2,48,99,9,3844,2,4,4,3,1,4,4,34,3,3,1,2,2,1,80.08333333333333
0,1,12,4,0,4843,1,5,3,3,2,4,2,43,3,1,2,3,1,2,403.5833333333333
0,2,12,2,99,639,1,3,4,3,1,2,3,30,3,2,1,3,1,1,53.25
0,2,48,2,3,5951,1,3,2,2,1,2,1,22,3,2,1,3,1,1,123.97916666666667
0,2,36,99,3,3804,1,3,4,2,1,1,3,42,3,2,1,3,1,2,105.66666666666667
0,4,36,3,3,4463,1,3,4,3,1,2,3,26,3,2,2,4,1,2,123.97222222222223
0,4,36,3,9,7980,5,2,4,3,1,4,3,27,3,1,2,3,1,2,221.66666666666666
0,3,36,2,3,4210,1,3,4,3,1,2,3,26,3,2,1,3,1,1,116.94444444444444
0,4,6,2,2,4611,1,2,1,2,1,4,2,32,3,2,1,3,1,1,768.5
0,2,24,2,1,11560,1,3,1,2,1,4,3,23,3,1,2,4,1,1,481.6666666666667
0,4,18,99,9,4165,1,3,2,3,1,2,3,36,99,2,2,3,2,1,231.38888888888889
0,2,24,2,2,4057,1,4,3,1,1,3,3,43,3,2,1,3,1,2,169.04166666666666
0,4,18,99,0,6458,1,5,2,3,1,4,4,39,1,2,2,4,2,2,358.77777777777777
0,4,12,2,0,1386,3,3,2,2,1,2,2,26,3,2,1,3,1,1,115.5
0,1,36,2,6,1977,5,5,4,3,1,4,4,40,3,2,1,4,1,2,54.916666666666664
0,2,18,4,2,1928,1,2,2,3,1,2,1,31,3,2,2,2,1,1,107.11111111111111
0,4,12,2,2,1123,3,3,4,2,1,4,3,29,3,1,1,2,1,1,93.58333333333333
0,2,24,2,99,11328,1,3,2,3,2,3,3,29,1,2,2,4,1,2,472.0
0,2,24,4,99,11938,1,3,2,3,2,3,3,39,3,2,2,4,2,2,497.4166666666667
0,2,27,4,3,2520,3,3,4,3,1,2,2,23,3,2,2,2,1,1,93.33333333333333
0,2,30,3,3,1919,2,2,4,3,1,3,4,30,99,2,2,4,1,1,63.96666666666667
0,2,60,99,99,14782,2,5,3,2,1,4,4,60,1,3,2,4,1,2,246.36666666666667
0,2,36,2,3,2671,2,3,4,2,2,4,4,50,3,3,1,3,1,1,74.19444444444444
0,2,36,2,6,12612,2,3,1,3,1,4,4,47,3,3,1,3,2,2,350.3333333333333
0,2,45,2,3,3031,2,3,4,3,3,4,2,21,3,1,1,3,1,1,67.35555555555555
0,1,12,99,3,626,1,3,4,2,1,4,1,24,1,2,1,2,1,1,52.166666666666664
0,2,24,4,9,1935,1,5,4,1,1,4,1,31,3,2,2,3,1,2,80.625
0,3,24,4,0,1344,5,4,4,3,1,2,1,37,1,2,2,2,2,1,56.0
0,4,18,2,2,1533,1,2,4,4,2,1,2,43,3,2,1,2,2,1,85.16666666666667
0,1,48,2,0,3931,1,4,4,3,1,4,4,46,3,3,1,3,2,1,81.89583333333333
0,1,24,99,2,3349,3,2,4,3,1,4,4,30,3,3,1,3,2,2,139.54166666666666
0,1,36,2,3,2302,1,3,4,1,1,4,3,31,3,1,1,3,1,1,63.94444444444444
0,1,42,2,3,3965,1,2,4,3,1,3,3,34,3,2,1,3,1,1,94.4047619047619
0,1,12,2,3,727,2,2,4,4,1,3,4,33,3,2,1,2,1,2,60.583333333333336
0,4,48,2,9,3914,5,3,4,1,1,2,1,38,1,2,1,3,1,1,81.54166666666667
0,1,48,2,9,4308,1,2,3,2,1,4,2,24,3,1,1,3,1,1,89.75
0,2,12,2,3,1534,1,2,1,4,1,1,1,23,3,1,1,3,1,1,127.83333333333333
0,4,18,4,0,2775,1,4,2,3,1,2,2,31,1,2,2,3,1,1,154.16666666666666
